,group,hour,weekend,density
75,mid,3.0,True,"[ 0.01210375  0.00691643  0.01407987  0.06776451  0.03219432  0.01786744
  0.01515027  0.01235076  0.00634006  0.00189378  0.00666941  0.00419926
  0.00131741  0.00065871  0.          0.00032935  0.00016468  0.          0.
  0.        ]"
76,mid,4.0,True,"[ 0.01326803  0.00685663  0.01727516  0.06455922  0.03285841  0.01887801
  0.01549421  0.01148709  0.00578807  0.00284951  0.00534283  0.0032057
  0.00089047  0.00071238  0.          0.00017809  0.00035619  0.          0.
  0.        ]"
77,mid,5.0,True,"[  1.34199134e-02   6.92640693e-03   1.36796537e-02   6.99567100e-02
   3.46320346e-02   1.78354978e-02   1.28138528e-02   9.61038961e-03
   5.28138528e-03   2.33766234e-03   6.23376623e-03   5.02164502e-03
   1.29870130e-03   4.32900433e-04   0.00000000e+00   8.65800866e-05
   4.32900433e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
78,mid,6.0,True,"[ 0.01153199  0.00740741  0.01405724  0.07079125  0.03324916  0.01961279
  0.01346801  0.00833333  0.00496633  0.00353535  0.00513468  0.00622896
  0.0010101   0.00025253  0.          0.00016835  0.00025253  0.          0.
  0.        ]"
79,mid,7.0,True,"[  1.38278388e-02   8.60805861e-03   1.48351648e-02   6.68498168e-02
   3.49816850e-02   1.46520147e-02   1.69413919e-02   9.52380952e-03
   5.49450549e-03   2.38095238e-03   6.22710623e-03   3.66300366e-03
   1.09890110e-03   4.57875458e-04   0.00000000e+00   9.15750916e-05
   3.66300366e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
80,mid,8.0,True,"[  1.26777733e-02   8.85818773e-03   1.38967899e-02   6.69646485e-02
   3.39699309e-02   1.80414466e-02   1.60097521e-02   9.26452662e-03
   5.60747664e-03   2.60056887e-03   5.44494108e-03   4.14465664e-03
   9.75213328e-04   8.93945551e-04   1.62535555e-04   8.12677773e-05
   4.06338887e-04   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
81,mid,9.0,True,"[  1.21919585e-02   7.78210117e-03   1.53912668e-02   6.46779075e-02
   3.40683096e-02   1.75529615e-02   1.59100735e-02   1.14137484e-02
   5.53393861e-03   3.19930826e-03   5.79334198e-03   4.23692175e-03
   1.03761349e-03   6.91742326e-04   8.64677907e-05   3.45871163e-04
   8.64677907e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
82,mid,10.0,True,"[ 0.01463878  0.0081749   0.01501901  0.0601711   0.03431559  0.01853612
  0.01454373  0.01197719  0.00703422  0.00313688  0.00532319  0.00513308
  0.00104563  0.00047529  0.          0.00019011  0.00028517  0.          0.
  0.        ]"
83,mid,11.0,True,"[  1.28529698e-02   7.78967868e-03   1.42161636e-02   6.35832522e-02
   3.20350536e-02   1.77215190e-02   1.72346641e-02   1.18792600e-02
   6.81596884e-03   3.99221032e-03   5.25803311e-03   5.06329114e-03
   9.73709834e-04   4.86854917e-04   0.00000000e+00   9.73709834e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
84,mid,12.0,True,"[ 0.01099713  0.00722199  0.0133771   0.0679524   0.03373     0.01936808
  0.01427985  0.01058679  0.00599097  0.00377513  0.00582684  0.00475995
  0.00106689  0.00073861  0.          0.          0.00032827  0.          0.
  0.        ]"
85,mid,13.0,True,"[  1.09477124e-02   6.04575163e-03   1.44607843e-02   6.67483660e-02
   3.44771242e-02   1.84640523e-02   1.65849673e-02   1.03758170e-02
   5.31045752e-03   2.94117647e-03   6.37254902e-03   5.63725490e-03
   8.98692810e-04   1.63398693e-04   0.00000000e+00   2.45098039e-04
   2.45098039e-04   0.00000000e+00   8.16993464e-05   0.00000000e+00]"
86,mid,14.0,True,"[ 0.01229737  0.00659586  0.01665735  0.06450531  0.03119061  0.01934041
  0.01621017  0.0117384   0.00670766  0.00234768  0.0059251   0.00368921
  0.00078256  0.00078256  0.00044718  0.00044718  0.00033538  0.          0.
  0.        ]"
87,mid,15.0,True,"[  1.32029340e-02   7.43276284e-03   1.65281174e-02   6.40586797e-02
   3.41320293e-02   1.57457213e-02   1.75061125e-02   9.58435208e-03
   6.16136919e-03   3.12958435e-03   5.28117359e-03   4.49877751e-03
   1.36919315e-03   2.93398533e-04   3.91198044e-04   2.93398533e-04
   2.93398533e-04   0.00000000e+00   9.77995110e-05   0.00000000e+00]"
88,mid,16.0,True,"[  1.18023788e-02   8.87465691e-03   1.50045746e-02   6.54162855e-02
   3.54986276e-02   1.55535224e-02   1.70173833e-02   9.24062214e-03
   6.03842635e-03   2.92772187e-03   4.94053065e-03   5.21500457e-03
   9.14913083e-04   7.31930467e-04   1.82982617e-04   2.74473925e-04
   9.14913083e-05   0.00000000e+00   2.74473925e-04   0.00000000e+00]"
89,mid,17.0,True,"[  1.00549218e-02   6.50612590e-03   1.40261935e-02   6.77651035e-02
   3.51499789e-02   1.84199409e-02   1.96873680e-02   7.68905788e-03
   5.99915505e-03   3.71778623e-03   3.97127165e-03   5.32319392e-03
   5.06970849e-04   5.06970849e-04   8.44951415e-05   5.91465991e-04
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
90,mid,18.0,True,"[  1.05384615e-02   6.69230769e-03   1.40000000e-02   6.80000000e-02
   3.56923077e-02   1.96923077e-02   1.68461538e-02   8.07692308e-03
   5.53846154e-03   3.69230769e-03   3.61538462e-03   5.30769231e-03
   7.69230769e-04   3.07692308e-04   4.61538462e-04   3.84615385e-04
   2.30769231e-04   0.00000000e+00   7.69230769e-05   7.69230769e-05]"
91,mid,19.0,True,"[ 0.01351094  0.00846813  0.01436727  0.05956232  0.03453853  0.0170314
  0.01579448  0.01227402  0.00704091  0.00371075  0.00637488  0.00494767
  0.00152236  0.00028544  0.00019029  0.00019029  0.00019029  0.          0.
  0.        ]"
92,mid,20.0,True,"[  1.17647059e-02   6.63865546e-03   1.39495798e-02   6.78991597e-02
   3.24369748e-02   2.05882353e-02   1.55462185e-02   9.49579832e-03
   6.30252101e-03   3.52941176e-03   4.95798319e-03   5.37815126e-03
   5.88235294e-04   3.36134454e-04   8.40336134e-05   4.20168067e-04
   8.40336134e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
93,mid,21.0,True,"[ 0.01000463  0.00722557  0.01482168  0.06669755  0.03696156  0.01778601
  0.01556276  0.0086151   0.00528022  0.00305697  0.00620658  0.00537286
  0.00092635  0.00055581  0.00027791  0.00027791  0.00037054  0.          0.
  0.        ]"
94,mid,22.0,True,"[  1.00688468e-02   7.40103270e-03   1.28227194e-02   6.79862306e-02
   3.49397590e-02   1.95352840e-02   1.71256454e-02   6.97074010e-03
   5.85197935e-03   4.04475043e-03   5.76592083e-03   5.76592083e-03
   8.60585198e-04   3.44234079e-04   1.72117040e-04   2.58175559e-04
   8.60585198e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
95,mid,23.0,True,"[ 0.00993789  0.00737578  0.01513975  0.0677795   0.03509317  0.01956522
  0.01545031  0.00846273  0.00520186  0.00302795  0.00473602  0.00574534
  0.00124224  0.00054348  0.00015528  0.00031056  0.00023292  0.          0.
  0.        ]"
96,low,0.0,False,"[  2.61969576e-02   1.57245797e-02   1.12730184e-02   1.07606085e-01
   1.62690152e-02   6.53322658e-03   2.53002402e-03   5.47638110e-03
   2.49799840e-03   2.17774219e-03   1.02481986e-03   1.98558847e-03
   2.56204964e-04   1.92153723e-04   1.60128102e-04   9.60768615e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
97,low,1.0,False,"[  2.66840646e-02   1.55276464e-02   1.20045670e-02   1.06964606e-01
   1.59843419e-02   6.19801011e-03   2.47920405e-03   5.87179905e-03
   1.76153972e-03   2.02250856e-03   1.14173870e-03   1.89202414e-03
   6.19801011e-04   3.91453270e-04   3.58832164e-04   9.78633176e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
98,low,2.0,False,"[  2.78633624e-02   1.69122572e-02   1.09511052e-02   1.06965841e-01
   1.38312123e-02   6.16208975e-03   2.84661755e-03   5.22438044e-03
   2.14333557e-03   2.34427328e-03   1.23911587e-03   1.87541862e-03
   7.03281983e-04   4.35365037e-04   4.35365037e-04   6.69792364e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
99,low,3.0,False,"[ 0.02976378  0.01712598  0.01153543  0.10283465  0.01385827  0.00594488
  0.0030315   0.00551181  0.00259843  0.00291339  0.00114173  0.00181102
  0.00082677  0.00055118  0.00043307  0.00011811  0.          0.          0.
  0.        ]"
100,low,4.0,False,"[ 0.03090146  0.01591045  0.01179292  0.10205876  0.01407156  0.00547671
  0.0029982   0.00635619  0.00287827  0.00243854  0.00123926  0.00191885
  0.00071957  0.00067959  0.00043974  0.00011993  0.          0.          0.
  0.        ]"
101,low,5.0,False,"[  2.67179577e-02   1.71008918e-02   1.32190942e-02   1.06102465e-01
   1.45829691e-02   5.66532611e-03   2.58786501e-03   5.38555692e-03
   2.20318237e-03   2.41300927e-03   1.25896136e-03   1.60867284e-03
   4.89596083e-04   4.54624934e-04   1.39884595e-04   6.99422976e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
102,low,6.0,False,"[ 0.02749862  0.0170808   0.01299466  0.10565065  0.01417265  0.00511688
  0.00254003  0.00592674  0.00217191  0.00246641  0.00136205  0.00191423
  0.00036812  0.00036812  0.00025768  0.00011044  0.          0.          0.
  0.        ]"
103,low,7.0,False,"[  2.44131455e-02   1.58372457e-02   1.24256651e-02   1.08638498e-01
   1.60250391e-02   7.13615023e-03   2.97339593e-03   4.91392801e-03
   2.03442879e-03   1.78403756e-03   1.09546166e-03   1.56494523e-03
   3.75586854e-04   3.44287950e-04   1.87793427e-04   3.12989045e-05
   6.25978091e-05   0.00000000e+00   6.25978091e-05   9.38967136e-05]"
104,low,8.0,False,"[  2.57866984e-02   1.47303963e-02   1.17026705e-02   1.09236265e-01
   1.34376595e-02   6.25956795e-03   3.29988093e-03   5.13692805e-03
   2.55145433e-03   2.38135737e-03   1.46283382e-03   1.70096955e-03
   4.08232693e-04   5.78329648e-04   4.76271475e-04   6.80387821e-05
   1.02058173e-04   2.38135737e-04   6.80387821e-05   3.74213302e-04]"
105,low,9.0,False,"[ 0.02828875  0.01319165  0.01157933  0.10047636  0.01293514  0.00644925
  0.00329791  0.00644925  0.00351777  0.00304141  0.00197875  0.00527666
  0.00062294  0.00098937  0.00062294  0.00032979  0.00014657  0.00014657
  0.00036643  0.00029315]"
106,low,10.0,False,"[ 0.03070593  0.01048073  0.01087051  0.09926375  0.01186661  0.00710264
  0.00342139  0.00662625  0.002945    0.00389779  0.00203551  0.00614985
  0.00151581  0.00082287  0.00069294  0.00012993  0.00017324  0.00017324
  0.0004764   0.00064963]"
107,low,11.0,False,"[ 0.0278663   0.00967742  0.01134862  0.09797901  0.01383599  0.00711232
  0.00349786  0.0084726   0.00318694  0.00454722  0.00205985  0.00509133
  0.00213758  0.00097163  0.00073844  0.00031092  0.00023319  0.00019433
  0.00023319  0.00050525]"
108,low,12.0,False,"[ 0.02838119  0.01011236  0.01210986  0.09783604  0.01206825  0.00769871
  0.00357886  0.00724095  0.00337079  0.00436954  0.00224719  0.00553475
  0.00145651  0.00099875  0.00079068  0.00045776  0.00033292  0.00033292
  0.00041615  0.00066583]"
109,low,13.0,False,"[ 0.02310186  0.00982767  0.01153387  0.09523972  0.01402491  0.00870159
  0.00453847  0.00760962  0.00447023  0.00563044  0.00368538  0.00624467
  0.00180857  0.00133083  0.00054598  0.00034124  0.00020474  0.00027299
  0.00044361  0.00044361]"
110,low,14.0,False,"[  1.86084406e-02   9.90712074e-03   1.04937266e-02   8.77953397e-02
   1.41763076e-02   8.44060616e-03   6.19195046e-03   9.74417468e-03
   7.49551898e-03   9.28792570e-03   4.66025745e-03   5.83346912e-03
   1.85758514e-03   2.31383412e-03   7.16962685e-04   8.79908750e-04
   3.91070556e-04   6.51784259e-04   4.88838195e-04   6.51784259e-05]"
111,low,15.0,False,"[  1.57337789e-02   9.74658869e-03   8.99470899e-03   8.74129769e-02
   1.23642439e-02   7.85296575e-03   6.46059593e-03   9.96936786e-03
   9.49596213e-03   1.06655528e-02   5.65302144e-03   8.77192982e-03
   2.47841827e-03   1.92147034e-03   9.46811473e-04   4.45558340e-04
   4.45558340e-04   2.78473963e-04   3.34168755e-04   2.78473963e-05]"
112,low,16.0,False,"[  1.98347107e-02   1.05245404e-02   1.01534829e-02   8.42637882e-02
   1.34255355e-02   7.96087030e-03   7.01636026e-03   1.05582729e-02
   9.88362287e-03   8.36566031e-03   5.53213021e-03   6.67903525e-03
   2.12514758e-03   1.58542756e-03   8.77045033e-04   3.37325013e-04
   2.69860010e-04   6.74650025e-05   5.05987519e-04   3.37325013e-05]"
113,low,17.0,False,"[  2.26898734e-02   1.21518987e-02   1.05696203e-02   9.76582278e-02
   1.48417722e-02   7.72151899e-03   4.81012658e-03   8.86075949e-03
   5.18987342e-03   4.62025316e-03   3.79746835e-03   2.84810127e-03
   1.61392405e-03   1.04430380e-03   6.32911392e-04   2.84810127e-04
   1.89873418e-04   2.21518987e-04   1.89873418e-04   6.32911392e-05]"
114,low,18.0,False,"[ 0.0273744   0.01299485  0.01175217  0.10530801  0.01420202  0.00781111
  0.00333748  0.00532576  0.00301793  0.00227232  0.00188177  0.0021303
  0.0006746   0.00092313  0.00049707  0.00014202  0.00021303  0.00014202
  0.          0.        ]"
115,low,19.0,False,"[  2.75597418e-02   1.41984999e-02   1.26635269e-02   1.05808477e-01
   1.32914704e-02   7.70975057e-03   3.13971743e-03   4.98866213e-03
   2.23268795e-03   2.30245945e-03   1.60474446e-03   2.12803070e-03
   6.97714983e-04   8.37257980e-04   4.53514739e-04   3.48857492e-05
   1.39542997e-04   1.39542997e-04   0.00000000e+00   6.97714983e-05]"
116,low,20.0,False,"[  2.84226440e-02   1.43121115e-02   1.25650932e-02   1.05257853e-01
   1.41441290e-02   6.58491517e-03   2.95649252e-03   5.40903746e-03
   2.21736939e-03   2.51973795e-03   1.47824626e-03   2.48614144e-03
   5.71140601e-04   6.71930119e-04   2.35175542e-04   1.00789518e-04
   0.00000000e+00   0.00000000e+00   3.35965060e-05   3.35965060e-05]"
117,low,21.0,False,"[  2.79047619e-02   1.61904762e-02   1.31746032e-02   1.04571429e-01
   1.34603175e-02   6.82539683e-03   3.17460317e-03   5.84126984e-03
   2.50793651e-03   2.09523810e-03   1.14285714e-03   1.87301587e-03
   3.80952381e-04   4.44444444e-04   2.85714286e-04   9.52380952e-05
   0.00000000e+00   3.17460317e-05   0.00000000e+00   0.00000000e+00]"
118,low,22.0,False,"[  3.05408633e-02   1.43320253e-02   1.10220099e-02   1.05033271e-01
   1.29329466e-02   6.75652619e-03   3.51475857e-03   6.24466815e-03
   2.52516635e-03   2.21805153e-03   1.39907866e-03   1.94506057e-03
   4.43610305e-04   5.11858045e-04   4.43610305e-04   1.02371609e-04
   0.00000000e+00   0.00000000e+00   3.41238696e-05   0.00000000e+00]"
119,low,23.0,False,"[ 0.0278828   0.0147448   0.01162571  0.10771897  0.01512287  0.00712035
  0.00277253  0.00497795  0.00239445  0.00195337  0.00113422  0.00166982
  0.00025205  0.00031506  0.00031506  0.          0.          0.          0.
  0.        ]"
120,low,0.0,True,"[  3.21926489e-02   1.26742712e-02   1.41106886e-02   1.06717364e-01
   1.33502324e-02   4.39374736e-03   2.61934939e-03   5.06970849e-03
   2.70384453e-03   1.43641741e-03   1.09843684e-03   2.28136882e-03
   3.37980566e-04   8.44951415e-04   8.44951415e-05   8.44951415e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
121,low,1.0,True,"[  3.14863676e-02   1.32805629e-02   1.33685136e-02   1.05364996e-01
   1.35444151e-02   5.71679859e-03   2.55057168e-03   5.80474934e-03
   1.93491645e-03   1.84696570e-03   1.05540897e-03   2.46262093e-03
   4.39753738e-04   1.05540897e-03   0.00000000e+00   8.79507476e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
122,low,2.0,True,"[ 0.03007117  0.01316726  0.01450178  0.10880783  0.01218861  0.00418149
  0.00338078  0.00498221  0.00169039  0.00169039  0.00097865  0.00275801
  0.00017794  0.00097865  0.0002669   0.00017794  0.          0.          0.
  0.        ]"
123,low,3.0,True,"[ 0.03311258  0.01156733  0.01518764  0.10622517  0.01218543  0.00370861
  0.00282561  0.00618102  0.00247241  0.0010596   0.0013245   0.00247241
  0.0007064   0.0004415   0.0003532   0.0001766   0.          0.          0.
  0.        ]"
124,low,4.0,True,"[ 0.03341646  0.01356608  0.01426434  0.10783042  0.01097257  0.00448878
  0.00239401  0.00498753  0.00239401  0.00119701  0.00069825  0.00219451
  0.00029925  0.00069825  0.00029925  0.00029925  0.          0.          0.
  0.        ]"
125,low,5.0,True,"[ 0.0351706   0.0111986   0.01399825  0.10953631  0.01181102  0.0032371
  0.00262467  0.00454943  0.0023622   0.00052493  0.00087489  0.00279965
  0.00052493  0.00043745  0.00017498  0.00017498  0.          0.          0.
  0.        ]"
126,low,6.0,True,"[  3.11446318e-02   1.29547471e-02   1.32209406e-02   1.10115350e-01
   1.44631766e-02   4.61401952e-03   2.04081633e-03   4.61401952e-03
   2.12954747e-03   1.06477374e-03   1.06477374e-03   1.77462289e-03
   8.87311446e-05   4.43655723e-04   1.77462289e-04   8.87311446e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
127,low,7.0,True,"[  3.04469274e-02   1.19180633e-02   1.38733706e-02   1.07821229e-01
   1.50837989e-02   4.74860335e-03   3.16573557e-03   4.46927374e-03
   2.32774674e-03   1.21042831e-03   1.39664804e-03   2.60707635e-03
   9.31098696e-05   8.37988827e-04   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
128,low,8.0,True,"[  3.07692308e-02   1.18409680e-02   1.33967156e-02   1.07865169e-01
   1.48660328e-02   4.75367329e-03   2.42005186e-03   5.18582541e-03
   2.59291271e-03   1.64217805e-03   1.21002593e-03   2.85220398e-03
   0.00000000e+00   4.32152118e-04   8.64304235e-05   8.64304235e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
129,low,9.0,True,"[  3.18666049e-02   1.36174155e-02   1.41732283e-02   1.05882353e-01
   1.28763316e-02   5.55812876e-03   2.59379342e-03   5.65076424e-03
   1.66743863e-03   1.29689671e-03   7.41083835e-04   2.31588698e-03
   5.55812876e-04   9.26354794e-04   1.85270959e-04   9.26354794e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
130,low,10.0,True,"[ 0.0324602   0.01212121  0.01376477  0.10385208  0.01366204  0.00451977
  0.0027735   0.00657422  0.00297894  0.0009245   0.00174628  0.00328711
  0.00061633  0.00030817  0.00020544  0.00020544  0.          0.          0.
  0.        ]"
131,low,11.0,True,"[ 0.0332486   0.01179461  0.01352313  0.10482969  0.0132181   0.00610066
  0.00254194  0.00569395  0.00233859  0.00203355  0.0009151   0.00233859
  0.00030503  0.0009151   0.00020336  0.          0.          0.          0.
  0.        ]"
132,low,12.0,True,"[  3.19223986e-02   1.19929453e-02   1.37566138e-02   1.07760141e-01
   1.34920635e-02   5.02645503e-03   2.64550265e-03   5.82010582e-03
   2.38095238e-03   7.93650794e-04   7.05467372e-04   1.85185185e-03
   3.52733686e-04   9.70017637e-04   4.40917108e-04   8.81834215e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
133,low,13.0,True,"[  3.32578160e-02   1.35024921e-02   1.34118713e-02   1.02854554e-01
   1.44993203e-02   3.89669234e-03   3.62483009e-03   6.88717716e-03
   2.17489805e-03   1.44993203e-03   7.24966017e-04   1.99365655e-03
   5.43724513e-04   7.24966017e-04   1.81241504e-04   1.81241504e-04
   0.00000000e+00   0.00000000e+00   9.06207522e-05   0.00000000e+00]"
134,low,14.0,True,"[ 0.03388535  0.01286624  0.0133758   0.10369427  0.01248408  0.0056051
  0.00267516  0.00573248  0.00305732  0.00140127  0.00076433  0.00267516
  0.00038217  0.00063694  0.00038217  0.00025478  0.00012739  0.          0.
  0.        ]"
135,low,15.0,True,"[ 0.03157344  0.01359122  0.012023    0.10036592  0.01484579  0.00805018
  0.00209096  0.00627287  0.00282279  0.0021955   0.00146367  0.0026137
  0.0002091   0.00135912  0.00010455  0.00041819  0.          0.          0.
  0.        ]"
136,low,16.0,True,"[  3.06323185e-02   1.16159251e-02   1.33021077e-02   1.06885246e-01
   1.43325527e-02   5.33957845e-03   2.90398126e-03   4.87119438e-03
   2.71662763e-03   1.68618267e-03   1.12412178e-03   3.27868852e-03
   1.87353630e-04   7.49414520e-04   2.81030445e-04   9.36768150e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
137,low,17.0,True,"[  2.86731968e-02   1.47818344e-02   1.08637578e-02   1.08014248e-01
   1.40694568e-02   6.32235085e-03   3.11665183e-03   5.25378451e-03
   2.04808549e-03   1.86999110e-03   1.33570793e-03   1.86999110e-03
   0.00000000e+00   1.42475512e-03   2.67141585e-04   8.90471950e-05
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
138,low,18.0,True,"[ 0.03003442  0.01497418  0.01488812  0.09922547  0.01876076  0.00662651
  0.00189329  0.00576592  0.00197935  0.00163511  0.00086059  0.0020654   0.
  0.00111876  0.00017212  0.          0.          0.          0.          0.        ]"
139,low,19.0,True,"[  3.11155578e-02   1.18059030e-02   1.53076538e-02   1.08854427e-01
   1.23061531e-02   4.70235118e-03   2.80140070e-03   5.30265133e-03
   2.30115058e-03   8.00400200e-04   1.00050025e-03   3.30165083e-03
   1.00050025e-04   1.00050025e-04   1.00050025e-04   1.00050025e-04
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
140,low,20.0,True,"[ 0.03214128  0.01253863  0.01368653  0.10905077  0.01200883  0.00512141
  0.0019426   0.00591611  0.0019426   0.0009713   0.0012362   0.00203091
  0.0002649   0.0006181   0.0001766   0.0003532   0.          0.          0.
  0.        ]"
141,low,21.0,True,"[  3.09659091e-02   1.32575758e-02   1.37310606e-02   1.07007576e-01
   1.42045455e-02   3.97727273e-03   3.88257576e-03   6.15530303e-03
   1.89393939e-03   1.23106061e-03   7.57575758e-04   2.08333333e-03
   9.46969697e-05   1.89393939e-04   9.46969697e-05   4.73484848e-04
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
142,low,22.0,True,"[ 0.02874088  0.01459854  0.01222628  0.11094891  0.01377737  0.00410584
  0.00383212  0.0044708   0.00182482  0.00155109  0.00063869  0.00191606
  0.00018248  0.00063869  0.          0.00054745  0.          0.          0.
  0.        ]"
143,low,23.0,True,"[  2.77486911e-02   1.44851658e-02   1.50087260e-02   1.05235602e-01
   1.43106457e-02   5.06108202e-03   3.66492147e-03   5.58464223e-03
   2.53054101e-03   1.65794066e-03   1.30890052e-03   1.83246073e-03
   4.36300175e-04   7.85340314e-04   8.72600349e-05   2.61780105e-04
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00]"
144,very_high,0.0,False,"[  4.71607315e-03   6.73724735e-04   6.41642605e-05   1.86076355e-03
   8.24510748e-03   6.22393327e-03   7.28264357e-03   1.04908566e-02
   1.10041707e-02   9.97754251e-03   1.35386590e-02   1.18703882e-02
   7.18639718e-03   7.69971126e-03   1.39878088e-02   6.58325313e-02
   1.46936157e-02   1.53994225e-03   2.53448829e-03   5.77478345e-04]"
145,very_high,1.0,False,"[  4.46085218e-03   4.61467467e-04   9.22934933e-05   1.13828642e-03
   8.55253038e-03   5.99907707e-03   6.67589602e-03   9.69081680e-03
   1.01215198e-02   1.02445778e-02   1.35979080e-02   1.26749731e-02
   7.87571143e-03   7.87571143e-03   1.46131364e-02   6.68204892e-02
   1.48900169e-02   1.47669589e-03   2.03045685e-03   7.07583449e-04]"
146,very_high,2.0,False,"[  3.65411876e-03   8.50527642e-04   9.45030713e-05   1.48054812e-03
   7.30823752e-03   5.73318633e-03   6.61521499e-03   9.35580406e-03
   1.02378327e-02   1.06473460e-02   1.28209167e-02   1.25374075e-02
   7.62324776e-03   8.31627028e-03   1.47109781e-02   6.93967554e-02
   1.43014648e-02   1.76405733e-03   1.73255631e-03   8.19026618e-04]"
147,very_high,3.0,False,"[ 0.00483632  0.0009212   0.0001316   0.00141471  0.00674453  0.00513242
  0.00631683  0.00868564  0.00987004  0.00973844  0.01447607  0.01339036
  0.00740253  0.00776443  0.01510117  0.0677085   0.01575917  0.00194111
  0.00167791  0.000987  ]"
148,very_high,4.0,False,"[ 0.00494157  0.00083472  0.00016694  0.00146912  0.0054424   0.00524207
  0.00594324  0.00841402  0.01011686  0.00874791  0.01342237  0.01238731
  0.00711185  0.00828047  0.01592654  0.07125209  0.01572621  0.00166945
  0.00207012  0.00083472]"
149,very_high,5.0,False,"[  4.10289808e-03   5.86128297e-04   6.51253663e-05   1.00944318e-03
   8.43373494e-03   5.69846955e-03   6.96841420e-03   9.21523934e-03
   1.07131228e-02   9.57342885e-03   1.36112016e-02   1.28296972e-02
   7.65223054e-03   8.46629762e-03   1.57929013e-02   6.61673722e-02
   1.49788343e-02   1.26994464e-03   2.21426246e-03   6.51253663e-04]"
150,very_high,6.0,False,"[ 0.00453276  0.00088685  0.00013138  0.00137954  0.00745607  0.00650353
  0.00729184  0.00919691  0.01067499  0.00972245  0.01392675  0.01152899
  0.00689768  0.00860568  0.01471506  0.06651338  0.01484644  0.00167515
  0.0024963   0.00101823]"
151,very_high,7.0,False,"[ 0.00425233  0.0010543   0.00014057  0.00168687  0.00973467  0.00804779
  0.00850466  0.01099982  0.01194869  0.01050782  0.01465472  0.01349499
  0.00720436  0.00818837  0.01314356  0.05939202  0.0129327   0.00144087
  0.00175716  0.00091372]"
152,very_high,8.0,False,"[  3.92661732e-03   5.47151593e-04   9.65561635e-05   9.33376247e-04
   7.82104924e-03   6.08303830e-03   7.01641455e-03   9.10846476e-03
   1.05889926e-02   9.84872868e-03   1.40006437e-02   1.22304474e-02
   6.82330222e-03   7.33826843e-03   1.52236884e-02   6.82008368e-02
   1.52558738e-02   1.96330866e-03   2.09205021e-03   9.01190859e-04]"
